epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
115,59385,0.76898,0.41111,0.90715,0.89538,0.79669,0.87362,0.59706,0.91793,0.43114,0.95411,0.0006238,0.0006238,0.0006238
116,59903.4,0.76555,0.41246,0.90521,0.88072,0.80687,0.87026,0.59762,0.91423,0.43248,0.9539,0.0006205,0.0006205,0.0006205
117,60421.6,0.76808,0.40836,0.90259,0.87638,0.81241,0.87136,0.59574,0.91061,0.42876,0.95401,0.0006172,0.0006172,0.0006172
118,60936.5,0.7651,0.41023,0.90121,0.88328,0.80761,0.86759,0.59579,0.91286,0.42648,0.95568,0.0006139,0.0006139,0.0006139
119,61450.1,0.76956,0.41053,0.90146,0.87999,0.79842,0.86563,0.59709,0.91426,0.42893,0.95534,0.0006106,0.0006106,0.0006106
120,61964.5,0.75919,0.40424,0.89979,0.88848,0.79656,0.87165,0.59933,0.91423,0.42996,0.95389,0.0006073,0.0006073,0.0006073
121,62483,0.75376,0.40431,0.90428,0.88525,0.79745,0.86993,0.60033,0.9147,0.42816,0.95695,0.000604,0.000604,0.000604
122,63000.6,0.75834,0.40478,0.90096,0.88809,0.80182,0.87095,0.59918,0.9141,0.42756,0.95356,0.0006007,0.0006007,0.0006007
123,63514.5,0.75716,0.40594,0.90568,0.88425,0.80974,0.87497,0.6034,0.9119,0.43106,0.95162,0.0005974,0.0005974,0.0005974
124,64032.1,0.74859,0.40268,0.89621,0.86392,0.81942,0.8741,0.60049,0.90995,0.42962,0.9504,0.0005941,0.0005941,0.0005941
125,64546.2,0.7464,0.39853,0.8978,0.88032,0.81576,0.87768,0.59868,0.91257,0.42806,0.95133,0.0005908,0.0005908,0.0005908
126,65060.5,0.74657,0.39977,0.89628,0.87364,0.81285,0.87413,0.60012,0.91144,0.42554,0.95302,0.0005875,0.0005875,0.0005875
127,65574.6,0.74199,0.39467,0.89192,0.85697,0.82457,0.87653,0.60301,0.90855,0.42565,0.95013,0.0005842,0.0005842,0.0005842
128,66088.6,0.73606,0.39052,0.8953,0.86744,0.81844,0.87638,0.60217,0.90759,0.42503,0.95195,0.0005809,0.0005809,0.0005809
129,66603.7,0.73827,0.39536,0.89101,0.87285,0.82104,0.87713,0.60381,0.90747,0.42467,0.95334,0.0005776,0.0005776,0.0005776
130,67122.4,0.73777,0.39338,0.89197,0.88799,0.81015,0.87643,0.60376,0.90691,0.42374,0.95078,0.0005743,0.0005743,0.0005743
131,67637.8,0.7434,0.39108,0.89739,0.88278,0.82154,0.88123,0.60385,0.90831,0.42236,0.95068,0.000571,0.000571,0.000571
132,68156.5,0.72862,0.38867,0.89304,0.88809,0.80268,0.87487,0.60397,0.9071,0.42182,0.95121,0.0005677,0.0005677,0.0005677
133,68674,0.73146,0.39124,0.892,0.88968,0.81081,0.88106,0.60712,0.90428,0.42104,0.95073,0.0005644,0.0005644,0.0005644
134,69196.5,0.73168,0.39036,0.89721,0.88513,0.82153,0.88229,0.61038,0.90374,0.42238,0.94985,0.0005611,0.0005611,0.0005611
135,69717.7,0.73905,0.39193,0.89251,0.87073,0.81962,0.87889,0.6043,0.90967,0.42362,0.95348,0.0005578,0.0005578,0.0005578
