epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,224778,0.88676,0.37361,1.16828,0.95643,0.95904,0.98244,0.70792,1.12913,0.38841,1.45494,0.0006172,0.0006172,0.0006172
118,226680,0.88762,0.37467,1.16672,0.95655,0.95924,0.98277,0.70789,1.12936,0.38836,1.45561,0.0006139,0.0006139,0.0006139
119,228584,0.88564,0.37404,1.16114,0.95654,0.95904,0.98279,0.70767,1.12965,0.3883,1.45626,0.0006106,0.0006106,0.0006106
120,230484,0.88566,0.37345,1.16332,0.95677,0.95908,0.98297,0.70833,1.13001,0.38821,1.45692,0.0006073,0.0006073,0.0006073
121,232390,0.88736,0.3731,1.16298,0.95631,0.95881,0.98268,0.7087,1.13029,0.38796,1.45758,0.000604,0.000604,0.000604
122,234294,0.8785,0.36989,1.15938,0.9564,0.95868,0.9828,0.70857,1.13053,0.38802,1.45823,0.0006007,0.0006007,0.0006007
123,236186,0.87639,0.37056,1.15462,0.95675,0.95865,0.98271,0.70865,1.1307,0.38796,1.45872,0.0005974,0.0005974,0.0005974
124,238080,0.87002,0.36943,1.15505,0.95665,0.95845,0.98258,0.70878,1.13098,0.3879,1.45934,0.0005941,0.0005941,0.0005941
125,239987,0.87027,0.36603,1.1518,0.95619,0.95868,0.98264,0.7084,1.13118,0.38773,1.45994,0.0005908,0.0005908,0.0005908
126,241886,0.86643,0.36654,1.15352,0.95675,0.95863,0.98276,0.70895,1.13148,0.38761,1.4607,0.0005875,0.0005875,0.0005875
127,243791,0.86167,0.36401,1.14464,0.95685,0.95821,0.9827,0.70889,1.13181,0.3875,1.46156,0.0005842,0.0005842,0.0005842
128,245693,0.86278,0.36503,1.14751,0.95762,0.95766,0.98274,0.70902,1.13226,0.38743,1.46253,0.0005809,0.0005809,0.0005809
129,247598,0.86034,0.3614,1.14573,0.95753,0.9575,0.98277,0.70888,1.13264,0.38752,1.46345,0.0005776,0.0005776,0.0005776
130,249500,0.86081,0.36337,1.14588,0.95823,0.95584,0.98272,0.70882,1.13305,0.38752,1.46435,0.0005743,0.0005743,0.0005743
131,251401,0.85647,0.36048,1.1472,0.95869,0.95618,0.98271,0.70828,1.13338,0.38757,1.46513,0.000571,0.000571,0.000571
132,253301,0.84984,0.35858,1.14307,0.95899,0.95584,0.98271,0.70796,1.13359,0.38737,1.46588,0.0005677,0.0005677,0.0005677
133,255202,0.85573,0.3614,1.14727,0.95858,0.95609,0.98263,0.70825,1.13405,0.38753,1.46681,0.0005644,0.0005644,0.0005644
134,257100,0.84955,0.35923,1.14576,0.95891,0.95588,0.98268,0.70817,1.13446,0.3874,1.46776,0.0005611,0.0005611,0.0005611
135,258998,0.84475,0.35559,1.135,0.95912,0.95572,0.98267,0.70824,1.13469,0.38731,1.46853,0.0005578,0.0005578,0.0005578
136,260900,0.83835,0.35435,1.13224,0.95931,0.95548,0.98254,0.70828,1.1351,0.38706,1.46963,0.0005545,0.0005545,0.0005545
137,262801,0.83744,0.35487,1.13236,0.95946,0.95539,0.98274,0.70809,1.13549,0.387,1.47059,0.0005512,0.0005512,0.0005512
138,264700,0.84392,0.35608,1.13729,0.95602,0.9575,0.98268,0.7082,1.13585,0.38683,1.47154,0.0005479,0.0005479,0.0005479
139,266602,0.83457,0.35238,1.13168,0.9554,0.95821,0.98258,0.70847,1.13626,0.38675,1.47264,0.0005446,0.0005446,0.0005446
140,268501,0.83459,0.3531,1.13236,0.95594,0.95785,0.98243,0.70822,1.13659,0.3866,1.47373,0.0005413,0.0005413,0.0005413
141,270401,0.83181,0.3511,1.12889,0.95411,0.95916,0.98226,0.70811,1.13701,0.38655,1.47481,0.000538,0.000538,0.000538
142,272302,0.82875,0.35191,1.12807,0.95413,0.9594,0.98231,0.70825,1.13738,0.38656,1.47579,0.0005347,0.0005347,0.0005347
143,274203,0.82718,0.34968,1.12834,0.95526,0.95809,0.98242,0.70849,1.13773,0.38653,1.47672,0.0005314,0.0005314,0.0005314
144,276104,0.83048,0.35048,1.13126,0.95517,0.95871,0.98256,0.70854,1.13812,0.38648,1.47771,0.0005281,0.0005281,0.0005281
145,278005,0.82131,0.34948,1.12541,0.95508,0.95918,0.98253,0.70871,1.13849,0.38641,1.47886,0.0005248,0.0005248,0.0005248
146,279905,0.8182,0.34854,1.12127,0.95519,0.95919,0.9827,0.70815,1.1388,0.38642,1.47991,0.0005215,0.0005215,0.0005215
147,281805,0.81713,0.34822,1.12086,0.95518,0.95897,0.98274,0.70829,1.13923,0.38624,1.48103,0.0005182,0.0005182,0.0005182
148,283706,0.81628,0.34581,1.11649,0.95529,0.95884,0.98285,0.70837,1.13945,0.38619,1.48186,0.0005149,0.0005149,0.0005149
149,285606,0.8086,0.34374,1.11775,0.95531,0.95935,0.98287,0.70882,1.13954,0.38617,1.48269,0.0005116,0.0005116,0.0005116
150,287508,0.81048,0.34435,1.11633,0.95565,0.95929,0.98285,0.70873,1.13971,0.38611,1.48367,0.0005083,0.0005083,0.0005083
151,289408,0.80882,0.34258,1.11684,0.95557,0.95975,0.9829,0.70887,1.13995,0.38586,1.48463,0.000505,0.000505,0.000505
152,291301,0.8051,0.34041,1.1133,0.95578,0.95962,0.98283,0.70872,1.14026,0.38573,1.48573,0.0005017,0.0005017,0.0005017
153,293192,0.80828,0.34401,1.11869,0.9556,0.95952,0.98268,0.70901,1.14061,0.3857,1.4868,0.0004984,0.0004984,0.0004984
154,295091,0.8008,0.33883,1.10744,0.95536,0.96035,0.9827,0.70888,1.14073,0.38554,1.48759,0.0004951,0.0004951,0.0004951
155,296978,0.80341,0.34326,1.10923,0.95534,0.96035,0.98278,0.70883,1.14106,0.38544,1.48867,0.0004918,0.0004918,0.0004918
156,298865,0.79936,0.34008,1.10918,0.95603,0.95987,0.98274,0.7089,1.14131,0.38529,1.48962,0.0004885,0.0004885,0.0004885
157,300752,0.791,0.33729,1.10623,0.95625,0.9602,0.98276,0.70903,1.14162,0.3851,1.49072,0.0004852,0.0004852,0.0004852
158,302642,0.79492,0.33955,1.10797,0.95598,0.96035,0.98273,0.70944,1.14213,0.38493,1.49186,0.0004819,0.0004819,0.0004819
159,304530,0.78835,0.33512,1.10237,0.95615,0.96038,0.98283,0.70965,1.14236,0.38497,1.49281,0.0004786,0.0004786,0.0004786
160,306421,0.79105,0.33441,1.10108,0.95625,0.96021,0.98282,0.70936,1.14259,0.38499,1.49376,0.0004753,0.0004753,0.0004753
161,308308,0.78664,0.33754,1.10075,0.95613,0.96082,0.98288,0.70949,1.14287,0.38505,1.49501,0.000472,0.000472,0.000472
162,310194,0.78415,0.33486,1.10411,0.95577,0.96094,0.98272,0.70922,1.1431,0.38505,1.49613,0.0004687,0.0004687,0.0004687
163,312083,0.78728,0.33537,1.10128,0.95613,0.96094,0.98282,0.70894,1.1434,0.38504,1.4974,0.0004654,0.0004654,0.0004654
164,313972,0.77541,0.33212,1.09476,0.95662,0.95892,0.98263,0.70895,1.14378,0.38513,1.49865,0.0004621,0.0004621,0.0004621
165,315861,0.77959,0.33389,1.09924,0.95668,0.95904,0.98258,0.70879,1.14416,0.38531,1.49978,0.0004588,0.0004588,0.0004588
166,317750,0.77745,0.32996,1.09369,0.95677,0.95907,0.98253,0.70869,1.14449,0.38517,1.50098,0.0004555,0.0004555,0.0004555
167,319638,0.77262,0.33098,1.09473,0.95635,0.95982,0.98244,0.70877,1.14494,0.38501,1.5023,0.0004522,0.0004522,0.0004522
168,321528,0.77082,0.32962,1.09031,0.95625,0.96022,0.98239,0.70929,1.14529,0.38498,1.5036,0.0004489,0.0004489,0.0004489
169,323416,0.77043,0.3297,1.09164,0.95549,0.9607,0.98243,0.70937,1.14576,0.38504,1.50493,0.0004456,0.0004456,0.0004456
170,325308,0.76718,0.33055,1.09229,0.95556,0.96106,0.98245,0.70916,1.14595,0.38517,1.50604,0.0004423,0.0004423,0.0004423
171,327199,0.76879,0.32826,1.09062,0.95557,0.96118,0.98233,0.70928,1.14625,0.38535,1.50731,0.000439,0.000439,0.000439
172,329090,0.76298,0.32357,1.08708,0.95498,0.96118,0.98237,0.70903,1.14656,0.38547,1.50872,0.0004357,0.0004357,0.0004357
173,330980,0.76595,0.32766,1.08912,0.95549,0.96082,0.98234,0.70904,1.14689,0.38564,1.51004,0.0004324,0.0004324,0.0004324
174,332870,0.75634,0.32262,1.08066,0.95543,0.96082,0.98233,0.70912,1.14748,0.38553,1.51173,0.0004291,0.0004291,0.0004291
175,334758,0.76378,0.32644,1.09181,0.95549,0.96075,0.98238,0.7094,1.14788,0.3858,1.51306,0.0004258,0.0004258,0.0004258
176,336650,0.75653,0.32412,1.08429,0.95613,0.95988,0.98234,0.70911,1.14824,0.38596,1.51452,0.0004225,0.0004225,0.0004225
177,338540,0.75016,0.32125,1.08054,0.95626,0.95987,0.98224,0.70853,1.14841,0.38597,1.51563,0.0004192,0.0004192,0.0004192
178,340430,0.75126,0.32161,1.07862,0.95606,0.96091,0.98221,0.70847,1.14862,0.38614,1.51689,0.0004159,0.0004159,0.0004159
179,342315,0.75067,0.32182,1.07935,0.95584,0.96112,0.9823,0.70845,1.1489,0.38635,1.51819,0.0004126,0.0004126,0.0004126
180,344204,0.74587,0.32048,1.07584,0.95572,0.96106,0.98225,0.7087,1.14922,0.3864,1.51964,0.0004093,0.0004093,0.0004093
181,346094,0.74674,0.31994,1.07439,0.95606,0.96103,0.98227,0.70853,1.14951,0.38636,1.52099,0.000406,0.000406,0.000406
182,347990,0.74374,0.31971,1.07841,0.95596,0.9612,0.98229,0.70884,1.14965,0.38647,1.52212,0.0004027,0.0004027,0.0004027
183,349883,0.74628,0.32007,1.07615,0.95641,0.96122,0.98239,0.70918,1.14992,0.38645,1.52346,0.0003994,0.0003994,0.0003994
184,351778,0.73717,0.31564,1.06978,0.95641,0.96114,0.98243,0.70876,1.15014,0.38663,1.52475,0.0003961,0.0003961,0.0003961
